,avgtempo,base_name,chord_changes,chorus_count,compid,filename_solo,filename_solo_backing,filename_solo_solo,filename_sv,genre,instrument,key,melid,performer,recording_year,rhythmfeel,signature,solopart,style,tempoclass,title,titleaddon,tonalitytype,trackid,tuning_frequency,intensity_solo_5_to_95_percentile_range,intensity_backing_5_to_95_percentile_range
25,82.1,BenWebster_WhereOrWhen_Solo,"A1: ||Abj7   |Abj7   |Abo7   |Abj7   |Dbj7   |Dbj7   |Dbj7   |Bb-7 Ebsus79 |D7 F7 |Bb7 Eb7 ||
A2: ||Abj7   |Abj7   |Abo7   |Abj7   |Dbj7   |Dbj7   |Dbj7   |Bb-7 Ebsus79 |G-7   |C7   ||
B1: ||F-7   |Bb7   |G-7   |C7   |F-7   |Bb7   |Bb7 E7911# |Eb7   ||
A3: ||Abj7   |D-7 G7 |Db7911# C7 |F-7   |Bb-7   |C-7 F7 |Bb-7   |F7   |Bb-7   |Eb7   |Ab69   |Ab69   ||
I1: ||NC   ||",1,21,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BenWebster_WhereOrWhen_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BenWebster_WhereOrWhen_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BenWebster_WhereOrWhen_Solo_Solo.wav,BenWebster_WhereOrWhen_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Ab-maj,25,Ben Webster,1956,SWING,4/4,1,SWING,MEDIUM SLOW,Where or When,,FUNCTIONAL,21,442.414,12.939946332,19.8630700331
26,131.5,BixBeiderbecke_I'mComingVirginia_Solo,"A1: ||F Abo |F6Bbj7A-7D-7|D7 G7 |C7 F7 |Bb A7 |G7 C7 |F7 G-7 |C7G-7EboC7||
A2: ||F Abo |F   |A-   |A-   |Bm7b5 E7 |Am7b5 D7 |Gbj7 C7 |F7 F ||
B1: ||Bb6 G-7 |G-7 D- |D-6   |C D7 |G-7   |G7 C7 |F7 G-7 |F   ||",2,22,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BixBeiderbecke_I'mComingVirginia_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_I'mComingVirginia_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_I'mComingVirginia_Solo_Solo.wav,BixBeiderbecke_I'mComingVirginia_FINAL.sv,GREAT AMERICAN SONGBOOK,cor,F-maj,26,Bix Beiderbecke,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM,I'm Coming Virginia,,FUNCTIONAL,22,451.38,11.3243190768,14.3583952115
27,180.0,BixBeiderbecke_Margie_Solo,"A1: ||Eb   |Eb   |Eb   |Eb7   |Ab   |Ab   |G7   |G7   |Eb   |Eb   |EbEb7D7Db7|C7   |F-7   |Bb7   |Eb   |Bb7   ||
I1: ||Eb   ||",1,23,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BixBeiderbecke_Margie_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_Margie_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_Margie_Solo_Solo.wav,BixBeiderbecke_Margie_FINAL.sv,GREAT AMERICAN SONGBOOK,cor,Eb-maj,27,Bix Beiderbecke,1928,TWOBEAT,4/4,1,TRADITIONAL,UP,Margie,,FUNCTIONAL,23,438.489,7.56505940622,10.0288461943
28,210.9,BixBeiderbecke_RiverboatShuffle_Solo,"A1: ||Ab   |Ab  Ao|Eb7   |Eb7   |Ab   |Ab  Ao|Eb7   |Eb7   |Ab   |Ab7   |Db   |Db7 C7B7|Bb7   |Bb7   |Eb7NC  |NC   ||
B1: ||Ab   |Ab  Ao|Eb7   |Eb7   |Ab7   |Ab7   |Db   |Db   |Db-   |Db-   |Ab   |F7   |Bb7   |Eb7   |Ab   ||",1,24,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BixBeiderbecke_RiverboatShuffle_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_RiverboatShuffle_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_RiverboatShuffle_Solo_Solo.wav,BixBeiderbecke_RiverboatShuffle_FINAL.sv,ORIGINAL,cor,Ab-maj,28,Bix Beiderbecke,1927,TWOBEAT,4/4,1,TRADITIONAL,UP,Riverboat Shuffle,,FUNCTIONAL,24,442.81,11.4508991879,15.4764730393
29,174.1,BixBeiderbecke_RoyalGardenBlues_Solo,A1: ||Bb   |Bb   |Bb   |Bb   |Eb   |Eb   |Bb   |G7   |C-7   |F7   |Bb   |Bb   |NC   ||,1,25,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BixBeiderbecke_RoyalGardenBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_RoyalGardenBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_RoyalGardenBlues_Solo_Solo.wav,BixBeiderbecke_RoyalGardenBlues_FINAL.sv,GREAT AMERICAN SONGBOOK,cor,Bb-maj,29,Bix Beiderbecke,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM UP,Royal Garden Blues,,BLUES,25,443.46,9.62683374341,10.9671379291
30,134.0,BixBeiderbecke_SinginTheBlues_Solo,"A1: ||F-7   |F-7 Bb7 |Eb   |EbAbEbEbo|Bb7   |Bb7   |Eb   |Eb EboEb||
B1: ||G7  D-7|G7 CoFo|C7   |C7   |C- C-7 |F7   |Bb7   |Bb7  Ebo||
C1: ||F-7   |F-7 Bb7 |Eb   |Eb FoEbo|Eo   |Eo C7 |F-  C7|F- C7F-|F-7   |Ebo   |Eb   |Eo C7 |F7   |F7 Bb7 |Eb   |Eb   ||",1,26,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BixBeiderbecke_SinginTheBlues_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_SinginTheBlues_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BixBeiderbecke_SinginTheBlues_Solo_Solo.wav,BixBeiderbecke_SinginTheBlues_FINAL.sv,GREAT AMERICAN SONGBOOK,cor,Eb-maj,30,Bix Beiderbecke,1927,TWOBEAT,4/4,1,TRADITIONAL,MEDIUM,Singin the Blues,,FUNCTIONAL,26,437.324,14.3259643888,19.2633634357
31,270.1,BobBerg_Angles_Solo,"A1: ||Abj7   |Abj7   |Abj7   |Abj7   |C-7   |C-7   |C-7   |C-7   |Db7   |Db7   |Db7   |Db7   |Eb7   |Eb7   |Eb7   |Eb7   ||
A2: ||Abj7   |Abj7   |Abj7   |Abj7   |C-7   |C-7   |C-7   |C-7   |Db7   |Db7   |Db7   |Db7   |Eb7   |Eb7   |Eb7   |Eb7   ||
B1: ||F-7   |F-7   |F-7   |F-7   |Db7911#   |Db7911#   |Db7911#   |Db7911#   |G79#   |G79#   |G79#   |G79#   |D7alt   |D7alt   |D7alt   |D7alt   ||",3,27,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_Angles_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_Angles_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_Angles_Solo_Solo.wav,BobBerg_Angles_FINAL.sv,ORIGINAL,ts,Ab-maj,31,Bob Berg,1993,SWING,4/4,1,POSTBOP,UP,Angles,,COLOR,27,442.191,13.2017081661,15.3812441764
32,249.4,BobBerg_BluesForBela_Solo,A1: ||C-7   |C-7   |C-7   |C-7   |F-7   |F-7   |C-7   |C-7   |Ab7   |G7   |C-7   |G7   ||,8,28,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_BluesForBela_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_BluesForBela_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_BluesForBela_Solo_Solo.wav,BobBerg_BluesForBela_FINAL.sv,ORIGINAL,ts,C-min,32,Bob Berg,1993,SWING,4/4,1,POSTBOP,UP,Blues for Bela,,BLUES,28,440.79,9.7979434626,13.2730256137
33,126.7,BobBerg_IDidn'tKnowWhatTimeItWas_Solo,"A1: ||E-7 A7 |D-7 Bm7b5 |E-7 A7 |D-7 G7 |G-7 C7 |D-   |Bbj7 A-7 |G-7 F-7 ||
A2: ||E-7 A7 |D-7 Bm7b5 |E-7 A7 |D-7 G7 |G-7 C7 |D-   |Bbj7 A-7 |G-7 C7 ||
B1: ||F6 D-7 |Em7b5   |A7   |D-7 C-7F7|Bbj7 A+7 |D-7   |Gsus79 G7913 |G-7 F-7 ||
A3: ||E-7 A7 |D-7 Bm7b5 |E-7 A7 |D-7 G7 |G-7 C7 |D-   |Bbj7 A-7 |Bb-7 Eb7 |A-7 D7 |G-7 Csus7 |F6   |F6   ||",3,29,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_IDidn'tKnowWhatTimeItWas_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_IDidn'tKnowWhatTimeItWas_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_IDidn'tKnowWhatTimeItWas_Solo_Solo.wav,BobBerg_IDidn'tKnowWhatTimeItWas_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,F-maj,33,Bob Berg,1979,SWING,4/4,1,POSTBOP,MEDIUM,I Didn't Know What Time It Was,,FUNCTIONAL,29,445.484,8.62809022934,12.7142200804
34,131.8,BobBerg_NatureOfTheBeast_Solo,A1: ||Fsus   ||,1,30,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_NatureOfTheBeast_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_NatureOfTheBeast_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_NatureOfTheBeast_Solo_Solo.wav,BobBerg_NatureOfTheBeast_FINAL.sv,ORIGINAL,ts,C-min,34,Bob Berg,1993,LATIN,4/4,1,POSTBOP,MEDIUM,Nature of the Beast,,MODAL,30,442.024,10.5881171678,12.7675889057
35,161.8,BobBerg_NoMoe_Solo,"A1: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |D-7 G+7 |C-7 F+7 ||
A2: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |C-7 F7 |Bb   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb G7 |C-7 F+7 |Bb G7 |C-7 F+7 |F-7 Bb7 |Ebj7 Eo |C-7 F7 |Bb   ||",2,31,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_NoMoe_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_NoMoe_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_NoMoe_Solo_Solo.wav,BobBerg_NoMoe_FINAL.sv,ORIGINAL,ts,Bb-maj,35,Bob Berg,1993,SWING,4/4,1,POSTBOP,MEDIUM UP,No Moe,,FUNCTIONAL,31,442.174,11.3448374274,12.6611755407
36,114.3,BobBerg_SecondSight_Solo,"A1: ||Bb   |Bb   |Bb   |Bb   |Db   |Eb   |Bb   |Bb   ||
B1: ||Gb7911#   |Ab   |Bb   |Bb   ||",3,32,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_SecondSight_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_SecondSight_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_SecondSight_Solo_Solo.wav,BobBerg_SecondSight_FINAL.sv,ORIGINAL,ts,Bb-maj,36,Bob Berg,1993,FUNK,4/4,1,FUSION,MEDIUM,Second Sight,,FUNCTIONAL,32,440.809,16.402875146,21.6782345362
37,167.1,BobBerg_YouAndTheNightAndTheMusic_Solo,"A1: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5   |G79b   |Cj7   |Dm7b5 G7 ||
A2: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5   |G79b   |Cj7   |C7   ||
B1: ||Ab7   |Am7b5 D79b |G7   |G7   |Ab7   |Am7b5 D79b |G7 Ab7 |G7 Db7911# ||
A3: ||C-69   |Dm7b5 G7 |Gm7b5 C79b |F-6   |Dm7b5 G79b |C-7 Am7b5 |Ab7 G7 |C-69   ||",2,33,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BobBerg_YouAndTheNightAndTheMusic_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_YouAndTheNightAndTheMusic_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BobBerg_YouAndTheNightAndTheMusic_Solo_Solo.wav,BobBerg_YouAndTheNightAndTheMusic_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,G-min,37,Bob Berg,1997,LATIN,4/4,1,POSTBOP,MEDIUM UP,You and the Night and the Music,,FUNCTIONAL,33,439.81,135.167263007,138.38383155
38,70.1,BranfordMarsalis_GutbucketSteepy_Solo,A1: ||Db7   |Gb7   |Db7   |Db7   |Gb7   |Gb7   |Db7 C7 |F-7 Bb7 |Eb-7   |Ab7   |Db7   |Eb-7 Ab7 ||,5,34,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BranfordMarsalis_GutbucketSteepy_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_GutbucketSteepy_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_GutbucketSteepy_Solo_Solo.wav,BranfordMarsalis_GutBucketSteepy_FINAL.sv,ORIGINAL,ts,Db-maj,38,Branford Marsalis,1988,SWING,4/4,1,POSTBOP,SLOW,Gutbucket Steepy,,BLUES,34,448.212,15.3168554317,20.7934894017
39,126.6,BranfordMarsalis_HousedFromEdward-1_Solo,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 ||,10,35,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BranfordMarsalis_HousedFromEdward-1_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_HousedFromEdward-1_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_HousedFromEdward-1_Solo_Solo.wav,BranfordMarsalis_HousedFromEdward-1_FINAL.sv,ORIGINAL,ts,F-maj,39,Branford Marsalis,1988,SWING,4/4,1,POSTBOP,MEDIUM,Housed from Edward,,BLUES,35,439.441,11.2478614663,17.9719920706
40,121.9,BranfordMarsalis_HousedFromEdward-2_Solo,A1: ||F7   |Bb7   |F7   |F7   |Bb7   |Bb7   |F7   |A-7 D7 |G-7   |C7   |F7 D7 |G-7 C7 ||,2,35,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BranfordMarsalis_HousedFromEdward-2_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_HousedFromEdward-2_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_HousedFromEdward-2_Solo_Solo.wav,BranfordMarsalis_HousedFromEdward-2_FINAL.sv,ORIGINAL,ts,F-maj,40,Branford Marsalis,1988,SWING,4/4,2,POSTBOP,MEDIUM,Housed from Edward,,BLUES,35,440.464,12.9514425181,15.4370034879
41,36.8,BranfordMarsalis_TheNearnessOfYou_Solo,"A1: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |F#-7 B7 |E-7 A7 ||
A2: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |Dj7 C7 |D6   ||
B1: ||E-7   |A7   |Dj7   |A-7 D7 |Gj7   |F#m7b5 B7 |E7   |E-7 A7 ||
A3: ||Dj7   |A-7 Dsus7 |Gj7   |Go7   |F#-7 B7 |E-7 A7 |Dj7 B-7 |E-7 A7 ||",2,36,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BranfordMarsalis_TheNearnessOfYou_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_TheNearnessOfYou_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_TheNearnessOfYou_Solo_Solo.wav,BranfordMarsalis_TheNearnessOfYou_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,D-maj,41,Branford Marsalis,1989,SWING,4/4,1,POSTBOP,SLOW,The Nearness of You,,FUNCTIONAL,36,443.618,13.044508639,17.3589338644
42,264.3,BranfordMarsalis_ThreeLittleWords_Solo,"A1: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |D-7   |G7   ||
A2: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |D-7   |G7   ||
B1: ||G-7   |G-7   |Csus79   |C7   |Fj7   |Fj7   |Bb7 A7 |Ab7 G7 ||
A3: ||Cj7   |Cj7   |Cj7   |Eb-7 Ab79 |D-7   |G7   |C6   |D-7 G7 ||",7,37,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BranfordMarsalis_ThreeLittleWords_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_ThreeLittleWords_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_ThreeLittleWords_Solo_Solo.wav,BranfordMarsalis_ThreeLittleWords_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,C-maj,42,Branford Marsalis,1988,SWING,4/4,1,POSTBOP,UP,Three Little Words,,FUNCTIONAL,37,429.676,12.3946827519,12.4091232738
43,211.6,BranfordMarsalis_Ummg_Solo,"A1: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Db-7   |Gb7   ||
A2: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7 Db6 |Dbj7   |Ab-7 Db7 |Ab-7 Db7 ||
B1: ||Gm7b5   |C79b   |Fj7   |Fj7   |Abm7b5   |Db79b   |Gb-   |Ab7   ||
A3: ||Fm7b5   |Bb79b   |Eb-7   |Ab7   |Dbo7   |Dbo7   |Db6   |Db6   ||",6,38,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BranfordMarsalis_Ummg_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_Ummg_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BranfordMarsalis_Ummg_Solo_Solo.wav,BranfordMarsalis_UMMG_FINAL.sv,GREAT AMERICAN SONGBOOK,ts,Db-maj,43,Branford Marsalis,1988,SWING,4/4,1,POSTBOP,UP,Ummg,,FUNCTIONAL,38,441.139,11.0858246186,13.8782093949
44,175.9,BuckClayton_AfterTheatreJump_Solo,"A1: ||Db Bb7 |Eb-7 Ab7 |Db Bb-7 |Eb-7 Ab7 |Db Db7 |Gb7 Gb- |Db Bb-7 |Eb-7 Ab7 ||
A2: ||Db Bb7 |Eb-7 Ab7 |Db Bb-7 |Eb-7 Ab7 |Db Db7 |Gb Gb- |Db Bb-7 |Eb-7 Ab7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |Ab7   ||
A3: ||Db Bb7 |Eb-7 Ab7 |Db Bb-7 |Eb-7 Ab7 |Db Db7 |Gb Gb- |Db Bb-7 |Eb-7 Ab7 ||
I1: ||NC   ||",1,39,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BuckClayton_AfterTheatreJump_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BuckClayton_AfterTheatreJump_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BuckClayton_AfterTheatreJump_Solo_Solo.wav,BuckClayton_AfterTheatreJump_FINAL.sv,ORIGINAL,tp,Db-maj,44,Buck Clayton,1944,SWING,4/4,1,SWING,MEDIUM UP,After Theatre Jump,,FUNCTIONAL,39,448.173,18.7932430046,15.1659137801
45,248.0,BuckClayton_DestinationK.C._Solo,"A1: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
A2: ||C   |C   |G7   |C   |C   |C   |G7   |C   ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Ab7   |G7   ||
A3: ||C   |G7   |G7   |C   |C   |C   |G7   |C   ||",2,40,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BuckClayton_DestinationK.C._Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BuckClayton_DestinationK.C._Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BuckClayton_DestinationK.C._Solo_Solo.wav,BuckClayton_DestinationK.C._FINAL.sv,ORIGINAL,tp,C-maj,45,Buck Clayton,1944,SWING,4/4,1,SWING,UP,Destination K.C.,,FUNCTIONAL,40,447.265,17.5646161295,11.4700578041
46,230.8,BuckClayton_Dickie'sDream_Solo,"A1: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
A2: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
B1: ||C7   |C7   |F7   |F7   |Bb7   |Bb7   |Eb7   |D- G7 ||
A3: ||C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 |C- C-/Bb |Ab G7 ||
I1: ||C- C-/Bb |Ab G7 ||",1,41,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/BuckClayton_Dickie'sDream_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BuckClayton_Dickie'sDream_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/BuckClayton_Dickie'sDream_Solo_Solo.wav,BuckClayton_Dickie'sDream_FINAL.sv,ORIGINAL,tp,C-min,46,Buck Clayton,1939,SWING,4/4,1,SWING,UP,Dickie's Dream,,FUNCTIONAL,41,436.414,15.1111934043,9.76526166495
47,128.9,CannonballAdderley_HighFly_Solo,"A1: ||D-7   |G7   |Cj7 F7 |E-7 A-7 |C-7   |F7   |Bb7   |B7   ||
A2: ||D-7   |G7   |Cj7 F7 |E-7 A-7 |C-7   |B7   |Dm7b5   |G79b   ||
B1: ||Cm7b5   |F7   |D-7   |G79b   |Cm7b5   |F7   |E-7 A-7 |Eb-7 Ab-7 ||
A3: ||D-7   |G7   |Cj7 F7 |E-7 A-7 |C-7   |F7   |Bb6   |B7913   ||",2,42,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/CannonballAdderley_HighFly_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_HighFly_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_HighFly_Solo_Solo.wav,CannonballAdderley_HighFly_FINAL.sv,ORIGINAL,as,Bb-maj,47,Cannonball Adderley,1959,SWING,4/4,1,HARDBOP,MEDIUM,High Fly,,FUNCTIONAL,42,440.583,10.6831708545,15.2424499241
48,142.2,CannonballAdderley_SoWhat_Solo,"A1: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
A2: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||
B1: ||Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   |Eb-7   ||
A3: ||D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   |D-7   ||",2,43,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/CannonballAdderley_SoWhat_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_SoWhat_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_SoWhat_Solo_Solo.wav,CannonballAdderley_SoWhat_FINAL.sv,ORIGINAL,as,D-dor,48,Cannonball Adderley,1959,SWING,4/4,1,POSTBOP,MEDIUM UP,So What,,MODAL,43,452.761,11.9032682366,14.7333094887
49,193.9,CannonballAdderley_StarEyes_Solo,"A1: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Fo Bb7 ||
A2: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Bb79 Eb7 ||
B1: ||Abj7   |Abj7   |Ab-   |Db7   |Gbj7   |Gbj7   |F-   |Bb7   ||
C1: ||Ebj7   |F- Bb7 |Ebj7   |Eb- Ab7 |Dbj7   |Go C7 |Fj7   |Bb79   |Eb7 D7 |C7 F- |Bb7 Ebj7 |Bb7   ||",2,44,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/CannonballAdderley_StarEyes_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_StarEyes_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_StarEyes_Solo_Solo.wav,CannonballAdderley_StarEyes_FINAL.sv,GREAT AMERICAN SONGBOOK,as,Eb-maj,49,Cannonball Adderley,1961,SWING,4/4,1,HARDBOP,UP,Star Eyes,,FUNCTIONAL,44,441.763,14.5688752783,11.3899538488
50,174.7,CannonballAdderley_ThisHere_Solo,A1: ||F7  |F7  |F7  |F7  |F7  |F7  |F7NC |NC  |Bb7  |Bb7  |Bb7  |Bb7  |F7  |F7  |F7  |F7  |Bb7  |Bb7  |Bb7A7 |A7  |Ab7  |Ab7  |G7  |G7  |Ab7  |Ab7  |G7  |C7  |F7  |F7  |F7  |F7  ||,5,45,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo/CannonballAdderley_ThisHere_Solo.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_ThisHere_Solo_Backing.wav,/Volumes/mini/Datasets/wjazzd_2_0/wav_solo_separated/CannonballAdderley_ThisHere_Solo_Solo.wav,CannonballAdderley_ThisHere_FINAL.sv,ORIGINAL,as,F-maj,50,Cannonball Adderley,1959,SWING,3/4,1,HARDBOP,MEDIUM UP,This Here,,BLUES,45,439.651,,
