id;mean_length_arpeggio_ascending;mean_length_arpeggio_descending;mean_length_arpeggio;cdpcx_density_2;cdpcx_density_L;cdpcx_density_b6;cdpcx_density_B;cdpcx_density_b2;cdpcx_density_4;cdpcx_density_<;cdpcx_density_>;cdpcx_density_1;cdpcx_density_3;cdpcx_density_6;cdpcx_density_5;cdpcx_density_T;cdpcx_density_7;cdpcx_entropy;mean_length_chromatic_ascending;mean_length_chromatic_descending;mean_length_chromatic_mixed;cpc_bigram_entropy;durclass_bigram_entropy;durclass_abs_hist_04_long;durclass_rel_hist_04_long;durclass_rel_hist_02_short;durclass_rel_entropy;durclass_abs_hist_01_very_short;durclass_abs_hist_05_very_long;durclass_rel_hist_01_very_short;durclass_rel_hist_05_very_long;durclass_rel_hist_03_medium;durclass_abs_entropy;durclass_abs_hist_03_medium;durclass_abs_hist_02_short;mean_seg_len_04_long;mean_seg_len_02_short;mean_seg_len_01_very_short;durclass_mean_seg_len;mean_seg_len_05_very_long;mean_seg_len_03_medium;fuzzyint_bigram_entropy;fuzzyint_hist_01_big_jump_up;fuzzyint_hist_08_jump_down;fuzzyint_hist_04_step_up;fuzzyint_hist_05_repeat;fuzzyint_hist_09_big_jump_down;fuzzyint_hist_07_leap_down;fuzzyint_hist_06_step_down;fuzzyint_hist_03_leap_up;fuzzyint_hist_02_jump_up;fuzzyint_entropy;art_range;art_median;art_std;metrical_event_density;event_density;performer;title;full_title;style;rhythmfeel;instrument;avgtempo;tonality_type;recordingyear;int_bigram_entropy;mean_length_chromatic_sequences;ratio_chromatic_sequences;int_std;int_min;int_range;abs_int_range;abs_int_mean;int_entropy;ioiclass_bigram_entropy;ioiclass_rel_hist_05_very_long;ioiclass_abs_hist_04_long;ioiclass_rel_hist_04_long;ioiclass_rel_hist_02_short;ioiclass_rel_hist_03_medium;ioiclass_abs_hist_03_medium;ioiclass_abs_hist_02_short;ioiclass_abs_hist_01_very_short;ioiclass_abs_hist_05_very_long;ioiclass_abs_entropy;ioiclass_rel_entropy;ioiclass_rel_hist_01_very_short;aic_mean_seg_len_02_short;ric_mean_seg_len_02_short;aic_mean_seg_len_04_long;aic_mean_seg_len;aic_mean_seg_len_05_very_long;aic_mean_seg_len_01_very_short;ric_mean_seg_len_04_long;aic_mean_seg_len_03_medium;ric_mean_seg_len;ric_mean_seg_len_01_very_short;ric_mean_seg_len_03_medium;ric_mean_seg_len_05_very_long;mcm_entropy;mcm_mean_angle;mcm_var;syncopicity;metric_complexity;metric_complexity_division;metric_complexity_compression;parsons_bigram_entropy;parsons_hist_ascending;parsons_hist_descending;parsons_hist_constant;parsons_entropy;mean_length_seq_ascending;mean_length_seq_descending;mean_length_seq_repitition;ratio_ascending_descending;pc_entropy;pc_circ_var;mean_number_of_unique_pc;pitch_entropy;pitch_range;pitch_median;pitch_std;extrema_ratio;mean_length_step_ascending;mean_length_step_descending;mean_length_step;nPVI_dur;nPVI_ioi
DexterGordon_Dextivity_FINAL.sv;3.85;3.29;4.04;0.11;0.02;0.03;0.02;0.04;0.11;0.0;0.0;0.14;0.15;0.07;0.18;0.04;0.09;0.87;3.5;4.0;3.5;6.3;2.45;0.01;0.0;0.26;0.49;0.35;0.0;0.72;0.0;0.02;0.61;0.05;0.6;1.0;1.59;4.4;2.88;0.0;1.0;4.83;0.02;0.07;0.28;0.03;0.01;0.15;0.26;0.15;0.04;0.76;0.88;0.89;0.17;10.84;4.21;Dexter Gordon;Dextivity;Dextivity-1;BEBOP;SWING;ts;93.2;FUNCTIONAL;1947;6.31;3.75;0.03;3.4;-15;27;15;2.74;3.57;2.77;0.0;0.05;0.03;0.39;0.05;0.03;0.71;0.19;0.01;0.54;0.7;0.53;4.26;1.45;1.0;2.65;1.0;1.63;1.0;1.09;1.66;2.08;1.06;0.0;0.89;7.7;0.91;0.390804597701;0.109460399483;0.184438040346;0.0344827586207;2.33;0.49;0.48;0.03;0.75;4.33;4.29;3.0;1.02;0.95;0.92;7.26;4.4;26;62.0;6.14;0.38;4.12;5.13;5.05;0.4;0.4
DexterGordon_Montmartre_FINAL.sv;3.31;3.27;3.44;0.08;0.03;0.05;0.01;0.07;0.11;0.0;0.01;0.13;0.11;0.07;0.15;0.06;0.12;0.92;3.4;3.46;4.05;6.66;2.39;0.01;0.03;0.71;0.55;0.63;0.0;0.17;0.0;0.09;0.52;0.05;0.31;1.0;4.0;1.58;2.49;1.0;1.07;5.19;0.03;0.08;0.25;0.09;0.01;0.11;0.27;0.08;0.07;0.8;0.91;0.81;0.19;5.21;4.44;Dexter Gordon;Montmartre;Montmartre-1;HARDBOP;SWING;ts;204.2;FUNCTIONAL;1969;6.71;3.43;0.1;3.6;-15;28;15;2.72;3.76;2.97;0.02;0.06;0.07;0.66;0.15;0.06;0.56;0.33;0.0;0.64;0.66;0.1;2.5;3.24;1.0;1.91;1.0;1.75;1.05;1.03;2.08;1.57;1.19;1.0;0.82;25.02;0.94;0.479411764706;0.197255912674;0.268041237113;0.126470588235;2.56;0.43;0.48;0.09;0.85;3.79;4.39;6.71;0.91;0.93;0.94;6.49;4.22;33;65.0;5.46;0.39;3.46;4.05;5.19;0.46;0.46
DexterGordon_SocietyRed_FINAL.sv;3.6;3.44;3.66;0.12;0.05;0.03;0.05;0.03;0.1;0.0;0.01;0.13;0.11;0.1;0.16;0.04;0.09;0.91;3.5;3.95;3.63;6.47;2.65;0.01;0.01;0.32;0.55;0.55;0.0;0.61;0.0;0.06;0.58;0.06;0.38;1.0;1.7;3.15;2.23;1.0;1.05;5.05;0.01;0.03;0.23;0.05;0.02;0.14;0.32;0.14;0.06;0.75;0.93;0.88;0.18;8.96;4.24;Dexter Gordon;Society Red;Society Red-1;HARDBOP;SWING;ts;113.7;BLUES;1961;6.61;3.79;0.09;3.29;-21;33;21;2.57;3.57;3.05;0.01;0.05;0.05;0.41;0.06;0.07;0.48;0.4;0.01;0.67;0.66;0.47;1.96;1.82;1.0;1.72;1.0;1.78;1.0;1.1;1.8;2.16;1.07;1.0;0.92;19.94;0.93;0.426229508197;0.134635755055;0.234555984556;0.0347155255545;2.44;0.45;0.51;0.05;0.77;3.99;4.65;3.33;0.88;0.95;0.9;7.1;4.28;31;64.0;5.43;0.41;3.84;4.19;4.66;0.49;0.49
DexterGordon_StanleyTheSteamer_FINAL.sv;3.6;3.17;3.75;0.1;0.03;0.05;0.05;0.04;0.08;0.0;0.01;0.17;0.09;0.07;0.17;0.03;0.11;0.89;4.0;4.0;3.75;6.44;2.55;0.0;0.02;0.62;0.6;0.55;0.0;0.26;0.0;0.1;0.65;0.06;0.38;1.0;3.15;1.9;2.29;1.0;1.21;5.29;0.01;0.05;0.23;0.11;0.02;0.11;0.26;0.15;0.05;0.8;0.96;0.81;0.21;5.36;4.04;Dexter Gordon;Stanley the Steamer;Stanley the Steamer-1;HARDBOP;SWING;ts;181.2;BLUES;1969;6.67;4.0;0.06;3.24;-16;28;16;2.5;3.63;3.3;0.02;0.05;0.08;0.58;0.19;0.1;0.49;0.35;0.0;0.69;0.73;0.13;2.59;2.9;1.0;2.05;1.0;2.34;1.0;1.09;1.96;1.73;1.4;1.0;0.82;23.14;0.96;0.364221364221;0.191622633311;0.281572164948;0.101673101673;2.71;0.44;0.44;0.11;0.88;3.93;4.12;4.56;1.01;0.92;0.95;6.26;4.3;38;63.0;5.99;0.39;3.68;3.55;4.36;0.47;0.47
DexterGordon_TheRainbowPeople_FINAL.sv;3.44;3.65;3.67;0.11;0.03;0.05;0.01;0.03;0.12;0.0;0.01;0.15;0.11;0.1;0.15;0.03;0.11;0.9;3.43;3.18;3.43;6.51;2.66;0.01;0.01;0.5;0.69;0.41;0.0;0.41;0.0;0.08;0.69;0.08;0.5;1.0;2.52;2.64;2.33;0.0;1.2;5.26;0.04;0.05;0.22;0.04;0.02;0.21;0.24;0.12;0.07;0.8;0.96;0.93;0.2;7.33;3.66;Dexter Gordon;The Rainbow People;The Rainbow People-1;HARDBOP;SWING;ts;120.0;FUNCTIONAL;1969;6.87;3.28;0.06;3.72;-12;28;16;2.97;3.79;3.09;0.0;0.07;0.08;0.55;0.08;0.08;0.55;0.29;0.0;0.69;0.68;0.29;2.3;2.36;1.04;1.86;1.0;1.84;1.04;1.28;1.88;1.83;1.24;1.0;0.88;24.85;0.95;0.404728789986;0.145159150166;0.238857938719;0.0514603616134;2.41;0.45;0.51;0.04;0.77;3.8;4.14;3.8;0.89;0.96;0.92;5.88;4.29;31;63.0;5.43;0.46;3.66;4.1;4.9;0.37;0.37
DickieWells_AfterTheatreJump_FINAL.sv;3.0;3.0;3.33;0.13;0.06;0.06;0.04;0.04;0.09;0.0;0.0;0.16;0.11;0.08;0.13;0.04;0.06;0.92;3.0;0.0;3.2;6.16;2.44;0.0;0.02;0.73;0.59;0.33;0.0;0.11;0.0;0.14;0.79;0.08;0.59;1.0;4.14;1.13;2.55;0.0;1.38;5.37;0.05;0.07;0.27;0.11;0.04;0.14;0.13;0.15;0.03;0.84;0.92;0.8;0.18;4.92;3.56;Dickie Wells;After Theatre Jump;After Theatre Jump-1;SWING;SWING;tb;173.5;FUNCTIONAL;1944;6.28;3.0;0.04;4.81;-25;44;25;3.25;3.82;3.06;0.02;0.05;0.06;0.5;0.38;0.13;0.65;0.17;0.0;0.72;0.68;0.04;3.19;2.23;1.0;2.04;0.0;1.17;1.13;1.43;1.73;1.0;1.58;1.0;0.71;16.2;0.95;0.354430379747;0.269954849633;0.305732484076;0.23417721519;2.75;0.5;0.38;0.11;0.88;4.05;3.5;3.0;1.32;0.82;0.86;6.2;3.71;27;61.0;5.33;0.36;3.13;3.25;3.29;0.41;0.41
DickieWells_DestinationK.C._FINAL.sv;3.0;3.0;3.25;0.06;0.01;0.06;0.07;0.06;0.12;0.0;0.0;0.26;0.09;0.08;0.08;0.04;0.07;0.89;3.0;3.0;3.2;5.79;2.61;0.0;0.09;0.49;0.86;0.44;0.0;0.13;0.0;0.29;0.84;0.09;0.47;1.0;2.25;1.55;1.72;0.0;1.52;5.04;0.0;0.03;0.21;0.2;0.0;0.2;0.18;0.1;0.08;0.76;0.81;0.77;0.15;3.99;4.15;Dickie Wells;Destination K.C.;Destination K.C.-1;SWING;SWING;tb;249.1;FUNCTIONAL;1944;5.92;3.0;0.05;2.8;-6;13;7;2.16;3.39;3.32;0.04;0.06;0.06;0.36;0.48;0.06;0.59;0.29;0.0;0.73;0.73;0.05;2.88;1.77;1.0;2.0;0.0;1.68;1.0;1.0;1.78;1.17;2.3;1.0;0.66;45.04;0.92;0.37984496124;0.239174539729;0.20703125;0.271317829457;3.0;0.39;0.41;0.2;0.96;3.92;4.08;4.25;0.96;0.88;0.84;6.44;3.54;21;60.0;3.9;0.26;3.25;3.2;3.85;0.58;0.58
DickieWells_Dickie'sDream_FINAL.sv;3.0;0.0;3.25;0.02;0.01;0.06;0.0;0.03;0.08;0.0;0.02;0.26;0.14;0.01;0.23;0.03;0.13;0.77;3.0;3.0;3.17;5.25;2.86;0.02;0.12;0.56;0.79;0.31;0.0;0.06;0.0;0.27;0.74;0.12;0.55;1.08;2.1;1.0;1.76;0.0;1.93;4.82;0.01;0.1;0.18;0.26;0.03;0.05;0.19;0.07;0.11;0.8;0.87;0.75;0.14;3.6;3.43;Dickie Wells;Dickie's Dream;Dickie's Dream-1;SWING;SWING;tb;229.4;FUNCTIONAL;1939;5.47;3.0;0.07;3.48;-12;20;12;2.37;3.39;3.17;0.05;0.05;0.1;0.27;0.56;0.15;0.68;0.13;0.0;0.69;0.7;0.02;2.81;1.61;1.0;1.89;0.0;1.27;1.1;1.07;1.8;1.0;2.44;1.0;0.64;0.99;0.95;0.266055045872;0.267626571526;0.342592592593;0.192660550459;3.05;0.37;0.37;0.26;0.99;3.5;3.86;3.25;1.0;0.76;0.88;7.0;3.24;19;60.0;4.61;0.32;3.0;3.5;3.4;0.57;0.57
DickieWells_IGotRhythm_FINAL.sv;0.0;3.33;3.58;0.09;0.0;0.05;0.04;0.02;0.09;0.0;0.0;0.22;0.1;0.08;0.16;0.03;0.1;0.86;3.33;3.0;3.71;6.09;2.54;0.01;0.06;0.59;0.6;0.38;0.0;0.03;0.01;0.32;0.66;0.06;0.55;1.18;3.41;1.2;2.34;1.0;1.79;5.14;0.04;0.05;0.24;0.16;0.02;0.16;0.19;0.13;0.02;0.81;0.78;0.77;0.16;3.66;3.71;Dickie Wells;I Got Rhythm;I Got Rhythm-1;SWING;SWING;tb;243.4;FUNCTIONAL;1944;6.12;3.25;0.04;3.83;-17;32;17;2.68;3.58;2.78;0.04;0.03;0.06;0.32;0.58;0.09;0.69;0.19;0.0;0.58;0.62;0.0;3.16;1.97;1.0;2.2;1.0;1.52;1.27;1.17;2.16;1.0;2.72;1.0;0.7;38.36;0.96;0.385593220339;0.278101334295;0.263829787234;0.292372881356;2.88;0.43;0.41;0.16;0.93;4.04;4.16;4.0;1.03;0.85;0.9;6.5;3.71;34;62.0;5.06;0.35;3.46;3.18;4.04;0.4;0.4
DickieWells_Jo=Jo_FINAL.sv;3.0;0.0;4.2;0.05;0.03;0.03;0.12;0.02;0.05;0.0;0.0;0.19;0.07;0.11;0.2;0.02;0.12;0.85;0.0;3.0;3.17;5.4;2.44;0.0;0.02;0.71;0.6;0.35;0.0;0.08;0.0;0.19;0.77;0.06;0.59;1.0;3.52;1.13;2.33;0.0;1.38;4.58;0.02;0.08;0.27;0.06;0.0;0.15;0.23;0.13;0.05;0.77;0.88;0.86;0.2;4.72;3.6;Dickie Wells;Jo-Jo;Jo-Jo-1;SWING;SWING;tb;183.4;BLUES;1944;5.47;3.0;0.04;3.45;-7;19;12;2.7;3.51;2.91;0.03;0.04;0.05;0.5;0.4;0.12;0.65;0.18;0.01;0.62;0.66;0.03;2.64;2.55;1.0;1.82;1.0;1.11;1.0;1.27;1.92;1.0;1.8;1.0;0.73;39.59;0.93;0.350877192982;0.262536873156;0.358407079646;0.166666666667;2.5;0.48;0.46;0.06;0.8;3.44;3.69;3.0;1.04;0.81;0.83;6.17;3.28;21;61.5;4.29;0.47;3.56;3.4;5.33;0.44;0.44
DickieWells_SixCatsAndAPrince_FINAL.sv;4.0;0.0;3.4;0.12;0.0;0.06;0.06;0.02;0.07;0.02;0.02;0.21;0.09;0.09;0.11;0.07;0.07;0.89;3.0;3.0;3.0;5.9;2.41;0.0;0.02;0.61;0.7;0.41;0.0;0.1;0.0;0.26;0.79;0.06;0.53;1.0;2.53;1.08;1.82;0.0;1.39;5.43;0.1;0.07;0.23;0.11;0.07;0.11;0.14;0.11;0.06;0.88;0.89;0.72;0.2;3.91;3.54;Dickie Wells;Six Cats and a Prince;Six Cats and a Prince-1;SWING;SWING;tb;217.6;FUNCTIONAL;1944;6.33;3.0;0.03;8.14;-37;64;37;4.77;4.23;3.18;0.05;0.07;0.05;0.28;0.57;0.08;0.64;0.21;0.0;0.72;0.7;0.06;2.32;1.31;1.14;1.68;0.0;1.13;1.0;1.11;1.56;1.17;2.0;1.0;0.73;14.74;0.94;0.395161290323;0.307828481511;0.341463414634;0.274193548387;2.71;0.5;0.4;0.11;0.87;3.72;3.89;3.0;1.24;0.84;0.86;6.0;3.79;37;61.0;6.24;0.41;3.25;3.5;3.56;0.51;0.51
DizzyGillespie_Anthropology_FINAL.sv;3.0;4.0;5.25;0.09;0.03;0.04;0.05;0.05;0.13;0.0;0.01;0.11;0.11;0.09;0.15;0.04;0.09;0.92;4.33;3.0;3.5;6.17;2.19;0.0;0.01;0.69;0.63;0.65;0.0;0.14;0.0;0.16;0.7;0.04;0.31;1.0;4.19;1.16;2.68;0.0;2.08;4.46;0.03;0.04;0.22;0.01;0.01;0.12;0.39;0.13;0.06;0.71;0.87;0.84;0.17;4.95;5.06;Dizzy Gillespie;Anthropology;Anthropology-1;BEBOP;SWING;tp;245.7;FUNCTIONAL;1946;5.53;3.57;0.11;3.41;-10;24;14;2.69;3.44;2.7;0.03;0.04;0.03;0.62;0.29;0.03;0.44;0.49;0.0;0.68;0.59;0.02;1.47;2.88;1.0;1.55;0.0;1.79;1.0;1.0;1.94;1.0;1.35;1.0;0.69;10.75;0.95;0.189873417722;0.206683866806;0.312101910828;0.101265822785;2.06;0.43;0.56;0.01;0.65;3.87;4.88;2.0;0.77;0.93;0.96;7.14;4.28;25;74.0;6.65;0.49;3.5;4.5;5.88;0.51;0.51
DizzyGillespie_Be=Bop_FINAL.sv;3.5;3.0;3.38;0.08;0.02;0.07;0.01;0.05;0.11;0.0;0.02;0.12;0.13;0.06;0.13;0.04;0.16;0.89;3.85;3.3;3.93;6.44;1.03;0.0;0.02;0.76;0.56;0.9;0.0;0.15;0.0;0.07;0.34;0.02;0.07;1.18;4.67;1.16;2.79;0.0;1.44;4.49;0.02;0.03;0.27;0.03;0.01;0.09;0.4;0.1;0.03;0.68;0.95;0.82;0.19;5.6;6.77;Dizzy Gillespie;Be-Bop;Be-Bop-1;BEBOP;SWING;tp;290.2;FUNCTIONAL;1945;5.97;3.61;0.11;3.26;-9;28;19;2.38;3.35;2.44;0.02;0.02;0.04;0.73;0.16;0.04;0.18;0.76;0.0;0.52;0.54;0.04;1.36;5.28;1.0;3.15;0.0;5.76;1.11;1.12;2.8;1.15;1.33;1.0;0.74;18.52;0.98;0.22947761194;0.157401659925;0.234579439252;0.080223880597;2.3;0.43;0.54;0.03;0.73;3.98;4.49;6.0;0.8;0.94;0.89;8.42;4.6;37;72.0;7.54;0.42;4.14;4.33;5.62;0.4;0.4
DizzyGillespie_Blue'nBoogie_FINAL.sv;3.8;0.0;3.54;0.08;0.06;0.04;0.04;0.04;0.09;0.0;0.0;0.16;0.09;0.09;0.12;0.03;0.15;0.93;5.14;3.25;4.67;5.92;2.04;0.0;0.01;0.57;0.68;0.7;0.0;0.34;0.0;0.08;0.52;0.03;0.27;1.0;2.9;2.29;2.42;0.0;1.39;4.32;0.01;0.02;0.3;0.06;0.01;0.09;0.39;0.12;0.02;0.66;0.93;0.81;0.18;6.29;5.35;Dizzy Gillespie;Blue 'n Boogie;Blue 'n Boogie-1;BEBOP;SWING;tp;204.4;BLUES;1945;5.71;4.13;0.15;2.71;-13;28;15;2.05;3.16;3.21;0.02;0.03;0.02;0.53;0.19;0.02;0.38;0.56;0.0;0.57;0.72;0.23;1.8;2.7;1.0;2.2;1.0;3.05;1.0;1.0;2.08;1.89;1.66;1.0;0.8;40.64;0.98;0.203278688525;0.15369122088;0.251644736842;0.055737704918;2.5;0.44;0.5;0.06;0.79;4.21;4.25;3.0;0.89;0.96;0.96;8.67;4.48;29;77.0;6.24;0.42;5.0;4.46;6.91;0.46;0.46
DizzyGillespie_CognacBlues_FINAL.sv;0.0;3.0;5.8;0.07;0.05;0.03;0.06;0.06;0.16;0.0;0.0;0.13;0.1;0.05;0.14;0.03;0.13;0.91;3.0;6.0;3.83;5.79;2.5;0.01;0.01;0.37;0.64;0.52;0.01;0.57;0.0;0.05;0.57;0.05;0.42;1.0;1.83;2.97;2.21;0.0;1.0;4.69;0.01;0.07;0.2;0.07;0.0;0.15;0.28;0.13;0.08;0.77;0.93;0.91;0.21;7.97;3.76;Dizzy Gillespie;Cognac Blues;Cognac Blues-1;BEBOP;SWING;tp;113.6;BLUES;1952;5.69;5.25;0.11;3.49;-6;27;21;2.64;3.55;3.01;0.01;0.03;0.03;0.47;0.09;0.11;0.48;0.36;0.02;0.71;0.69;0.4;2.37;2.41;1.0;2.04;1.0;2.45;1.0;1.21;2.1;2.46;1.18;1.0;0.85;12.46;0.95;0.246666666667;0.118903803132;0.171140939597;0.0666666666667;2.54;0.42;0.51;0.07;0.82;4.18;4.64;3.0;0.82;0.91;0.75;6.0;4.29;27;77.0;6.89;0.44;4.0;4.83;4.47;0.41;0.41
DizzyGillespie_Groovin'High_FINAL.sv;3.31;3.4;3.44;0.08;0.03;0.12;0.05;0.06;0.14;0.02;0.01;0.09;0.06;0.09;0.09;0.06;0.1;0.95;3.8;4.29;4.16;6.37;2.03;0.0;0.01;0.47;0.67;0.69;0.0;0.46;0.0;0.05;0.52;0.02;0.28;1.0;2.71;3.56;2.7;0.0;1.0;4.62;0.02;0.04;0.23;0.02;0.01;0.11;0.39;0.14;0.05;0.7;0.86;0.8;0.16;7.15;5.42;Dizzy Gillespie;Groovin' High;Groovin' High-1;BEBOP;SWING;tp;181.9;FUNCTIONAL;1945;6.2;4.19;0.19;3.13;-13;28;15;2.46;3.41;3.08;0.02;0.02;0.02;0.54;0.14;0.04;0.41;0.53;0.01;0.59;0.69;0.28;2.24;2.64;1.0;2.51;1.0;3.52;1.0;1.0;2.12;2.16;1.41;1.0;0.81;20.44;0.94;0.235294117647;0.13714460143;0.235827664399;0.0384615384615;2.17;0.43;0.55;0.02;0.69;3.74;4.56;3.0;0.77;0.96;0.93;9.92;4.46;34;73.0;6.21;0.41;3.61;4.65;5.84;0.47;0.47
DizzyGillespie_HotHouse_FINAL.sv;3.75;3.0;3.58;0.07;0.05;0.05;0.03;0.06;0.11;0.0;0.02;0.14;0.14;0.08;0.13;0.05;0.09;0.93;5.0;3.75;3.82;6.11;2.18;0.0;0.01;0.43;0.72;0.62;0.0;0.46;0.0;0.09;0.7;0.03;0.35;1.0;2.29;2.86;2.33;0.0;1.43;4.45;0.02;0.01;0.24;0.05;0.0;0.13;0.41;0.11;0.03;0.67;0.95;0.85;0.16;7.04;5.02;Dizzy Gillespie;Hot House;Hot House-1;BEBOP;SWING;tp;171.1;FUNCTIONAL;1945;5.87;4.29;0.11;3.29;-7;31;24;2.34;3.26;3.29;0.01;0.01;0.02;0.44;0.2;0.08;0.38;0.52;0.01;0.63;0.74;0.31;1.86;2.18;1.0;2.14;1.0;3.03;1.0;1.13;1.98;2.52;1.47;1.0;0.84;12.6;0.96;0.308755760369;0.149209549411;0.256944444444;0.0414746543779;2.43;0.39;0.56;0.05;0.77;4.53;4.29;3.0;0.71;0.97;0.93;9.0;4.42;27;74.0;6.13;0.39;5.17;4.3;5.46;0.49;0.49
DonByas_Be=Bop_FINAL.sv;3.4;3.0;3.26;0.1;0.04;0.07;0.02;0.03;0.07;0.0;0.01;0.13;0.11;0.1;0.13;0.05;0.14;0.92;3.15;3.33;3.47;6.42;1.44;0.0;0.05;0.78;0.48;0.86;0.0;0.09;0.0;0.07;0.36;0.05;0.09;1.07;4.96;1.07;2.8;1.0;1.14;4.65;0.01;0.06;0.29;0.01;0.01;0.1;0.33;0.12;0.06;0.72;0.9;0.89;0.18;5.3;6.37;Don Byas;Be-Bop;Be-Bop-1;BEBOP;SWING;ts;288.6;FUNCTIONAL;1945;6.16;3.25;0.19;3.1;-9;18;9;2.48;3.45;2.43;0.01;0.01;0.09;0.74;0.13;0.09;0.16;0.75;0.0;0.56;0.53;0.03;1.18;4.26;1.0;2.48;0.0;4.17;1.07;1.07;2.45;1.11;1.15;1.0;0.75;22.39;0.92;0.264880952381;0.168527896233;0.250746268657;0.0863095238095;2.14;0.48;0.5;0.01;0.69;4.5;5.21;0.0;0.96;0.93;0.81;8.53;4.18;28;62.0;5.49;0.35;3.81;4.75;5.12;0.51;0.51
DonByas_BodyAndSoul_FINAL.sv;3.42;3.16;3.52;0.08;0.04;0.06;0.02;0.05;0.09;0.0;0.01;0.12;0.15;0.06;0.17;0.04;0.11;0.9;3.25;3.67;3.52;6.55;2.79;0.02;0.01;0.23;0.59;0.43;0.0;0.69;0.0;0.07;0.71;0.08;0.47;1.0;1.62;4.29;2.65;0.0;1.04;4.96;0.03;0.06;0.2;0.01;0.02;0.13;0.33;0.17;0.06;0.75;0.91;0.91;0.11;11.3;4.65;Don Byas;Body and Soul;Body and Soul-1;SWING;SWING;ts;98.6;FUNCTIONAL;1947;6.67;3.56;0.06;3.7;-15;31;16;2.98;3.66;2.74;0.0;0.06;0.03;0.34;0.06;0.05;0.58;0.31;0.0;0.72;0.7;0.57;3.24;1.74;1.02;2.38;0.0;2.24;1.05;1.16;2.1;2.94;1.05;0.0;0.92;34.27;0.92;0.390041493776;0.109404872741;0.19944598338;0.0193637621024;2.05;0.46;0.54;0.01;0.66;4.2;4.85;0.0;0.85;0.99;0.93;8.45;4.46;31;60.0;5.67;0.37;4.06;3.92;4.18;0.45;0.45
DonByas_CognacBlues_FINAL.sv;3.83;3.0;3.6;0.09;0.08;0.03;0.07;0.06;0.05;0.0;0.01;0.15;0.11;0.08;0.12;0.05;0.11;0.92;3.8;3.33;4.0;6.28;2.62;0.03;0.03;0.3;0.67;0.61;0.01;0.61;0.0;0.06;0.6;0.06;0.3;1.0;2.42;4.21;2.8;0.0;1.0;4.94;0.02;0.05;0.27;0.02;0.04;0.09;0.29;0.18;0.05;0.75;0.91;0.88;0.21;8.25;3.98;Don Byas;Cognac Blues;Cognac Blues-1;SWING;SWING;ts;115.9;BLUES;1952;6.21;3.55;0.15;3.56;-12;22;12;2.76;3.58;3.04;0.01;0.07;0.06;0.35;0.09;0.1;0.35;0.48;0.01;0.72;0.7;0.49;1.97;1.97;1.08;2.16;1.0;3.54;1.09;1.19;2.18;3.65;1.06;1.0;0.92;5.34;0.93;0.445595854922;0.159967346718;0.247395833333;0.0725388601036;2.19;0.52;0.47;0.02;0.69;4.29;4.3;0.0;1.1;0.97;1.0;6.19;4.46;32;62.0;6.08;0.44;4.14;3.9;5.56;0.59;0.59
DonByas_HarvardBlues-1_FINAL.sv;3.0;0.0;3.0;0.07;0.0;0.04;0.03;0.03;0.07;0.0;0.01;0.19;0.14;0.14;0.17;0.06;0.04;0.88;3.0;3.0;3.0;5.27;3.01;0.07;0.04;0.49;0.83;0.15;0.0;0.29;0.0;0.18;0.8;0.19;0.58;1.0;1.75;1.4;1.44;0.0;1.08;4.6;0.01;0.2;0.25;0.0;0.03;0.03;0.17;0.2;0.11;0.75;0.61;0.8;0.14;5.99;2.46;Don Byas;Harvard Blues;Harvard Blues-1;SWING;SWING;ts;98.5;BLUES;1945;5.8;3.0;0.06;4.27;-8;17;8;3.63;3.69;2.97;0.0;0.14;0.1;0.62;0.15;0.18;0.62;0.06;0.0;0.75;0.78;0.13;2.59;2.1;1.0;1.69;0.0;1.0;1.0;1.18;1.58;1.29;1.1;0.0;0.77;24.84;0.95;0.291666666667;0.245500782473;0.352112676056;0.138888888889;1.96;0.58;0.42;0.0;0.62;3.75;4.2;0.0;1.37;0.9;0.87;6.43;3.58;19;53.5;3.89;0.53;3.33;5.5;4.33;0.63;0.63
DonByas_HarvardBlues-2_FINAL.sv;3.4;3.17;3.82;0.13;0.03;0.03;0.02;0.03;0.05;0.0;0.0;0.16;0.18;0.09;0.15;0.06;0.08;0.89;0.0;3.0;3.0;5.82;2.54;0.01;0.0;0.34;0.65;0.35;0.01;0.59;0.01;0.07;0.58;0.06;0.57;0.0;1.95;3.27;2.35;1.0;1.0;5.11;0.02;0.12;0.2;0.04;0.01;0.15;0.21;0.18;0.07;0.8;0.69;0.82;0.14;9.57;3.94;Don Byas;Harvard Blues;Harvard Blues-2;SWING;SWING;ts;99.3;BLUES;1945;6.34;3.0;0.05;3.59;-8;16;8;3.07;3.75;2.52;0.0;0.06;0.02;0.6;0.06;0.05;0.69;0.2;0.0;0.64;0.65;0.32;3.65;3.32;1.0;2.42;0.0;1.71;1.0;1.0;2.47;2.17;1.0;0.0;0.92;38.9;0.95;0.459016393443;0.152723208237;0.264462809917;0.0409836065574;2.38;0.47;0.49;0.04;0.76;4.07;4.2;3.0;0.97;0.91;0.96;7.0;3.94;22;58.0;4.93;0.39;3.75;3.17;4.08;0.42;0.42
